q1,q2,dq1,dq2,ddq1,ddq2,qd1,qd2,e1,e2,u1,u2
0,0,0,0,0,0,1.5707963267949,-1.5707963267949,1.5707963267949,-1.5707963267949,0,0
0.015,-0.047943,0.015,-0.047943,0.015,-0.047943,1.5707963267949,-1.5707963267949,1.5707963267949,-1.5707963267949,5,-5
0.0447209196146967,-0.142975968554319,0.0297209196146967,-0.0950329685543186,0.0147209196146967,-0.0470899685543187,1.5707963267949,-1.5707963267949,1.5557963267949,-1.5228533267949,5,-5
0.0879794925554421,-0.281663499939943,0.0432585729407454,-0.138687531385625,0.0135376533260487,-0.0436545628313061,1.5707963267949,-1.5707963267949,1.5260754071802,-1.42782035824058,5,-5
0.141544984193488,-0.454792340227986,0.0535654916380461,-0.173128840288043,0.0103069186973007,-0.0344413089024179,1.5707963267949,-1.5707963267949,1.48281683423945,-1.28913282685495,5,-5
0.200401030036404,-0.648344976922215,0.0588560458429153,-0.193552636694229,0.00529055420486912,-0.0204237964061867,1.5707963267949,-1.5707963267949,1.42925134260141,-1.11600398656691,5,-5
0.259877065116951,-0.849820878145142,0.0594760350805474,-0.201475901222926,0.000619989237632164,-0.00792326452869679,1.5707963267949,-1.5707963267949,1.37039529675849,-0.922451349872681,5,-5
0.317014294340176,-1.05213049936868,0.0571372292232247,-0.202309621223535,-0.00233880585732269,-0.000833720000608823,1.5707963267949,-1.5707963267949,1.31091926167795,-0.720975448649755,5,-5
0.370242458762544,-1.2525809681806,0.0532281644223679,-0.200450468811922,-0.00390906480085685,0.00185915241161323,1.5707963267949,-1.5707963267949,1.25378203245472,-0.51866582742622,5,-5
0.418651234022324,-1.45081454856832,0.0484087752597803,-0.198233580387725,-0.00481938916258755,0.00221688842419718,1.5707963267949,-1.5707963267949,1.20055386803235,-0.318215358614298,5,-5
0.457043392854166,-1.6272890575956,0.0383921588318425,-0.176474509027274,-0.0100166164279379,0.0217590713604503,1.5707963267949,-1.5707963267949,1.15214509277257,-0.119981778226574,5,5
0.487372536445131,-1.78741063126092,0.0303291435909646,-0.160121573665319,-0.00806301524087781,0.0163529353619552,1.5707963267949,-1.5707963267949,1.11375293394073,0.0564927308007004,5,5
0.5109629766145,-1.93453088376328,0.0235904401693691,-0.147120252502365,-0.00673870342159554,0.0130013211629539,1.5707963267949,-1.5707963267949,1.08342379034977,0.216614304466019,5,5
0.528838991271437,-2.07079353568605,0.0178760146569368,-0.136262651922765,-0.00571442551243233,0.0108576005796004,1.5707963267949,-1.5707963267949,1.0598333501804,0.363734556968385,5,5
0.541912222825004,-2.19755261676197,0.0130732315535671,-0.126759081075924,-0.00480278310336971,0.00950357084684039,1.5707963267949,-1.5707963267949,1.04195733552346,0.499997208891149,5,5
0.551102049643801,-2.31559118782009,0.00918982681879735,-0.118038571058116,-0.00388340473476972,0.00872051001780867,1.5707963267949,-1.5707963267949,1.02888410396989,0.626756289967074,5,5
0.557415276483014,-2.42524206008524,0.00631322683921309,-0.109650872265157,-0.00287659997958426,0.00838769879295844,1.5707963267949,-1.5707963267949,1.0196942771511,0.74479486102519,5,5
0.561989241989011,-2.52646411249718,0.00457396550599688,-0.101222052411938,-0.00173926133321621,0.00842881985321931,1.5707963267949,-1.5707963267949,1.01338105031188,0.854445733290347,5,5
0.566092011876648,-2.61890833817631,0.00410276988763715,-0.0924442256791314,-0.000471195618359726,0.00877782673280653,1.5707963267949,-1.5707963267949,1.00880708480589,0.955667785702285,5,5
0.571073249284991,-2.70199605615251,0.00498123740834272,-0.0830877179762,0.000878467520705572,0.00935650770293143,1.5707963267949,-1.5707963267949,1.00470431491825,1.04811201138142,5,5
0.578270968370366,-2.77501777545816,0.00719771908537462,-0.0730217193056434,0.00221648167703189,0.0100659986705566,1.5707963267949,-1.5707963267949,0.999723077509905,1.13119972935762,5,5
0.588898482814027,-2.8372434752892,0.0106275144436611,-0.0622256998310429,0.00342979535828653,0.0107960194746005,1.5707963267949,-1.5707963267949,0.992525358424531,1.20422144866326,5,5
0.603948987032333,-2.8880212864892,0.0150505042183066,-0.0507778111999975,0.00442298977464545,0.0114478886310453,1.5707963267949,-1.5707963267949,0.98189784398087,1.2664471484943,5,5
0.6241485878542,-2.92684182556913,0.020199600821867,-0.038820539079932,0.0051490966035604,0.0119572721200655,1.5707963267949,-1.5707963267949,0.966847339762563,1.3172249596943,5,5
0.649963744794713,-2.95336005343263,0.0258151569405129,-0.0265182278635018,0.00561555611864594,0.0123023112164302,1.5707963267949,-1.5707963267949,0.946647738940696,1.35604549877423,5,5
0.681643452953445,-2.96738398886286,0.0316797081587315,-0.0140239354302304,0.00586455121821855,0.0124942924332714,1.5707963267949,-1.5707963267949,0.920832582000183,1.38256372663773,5,5
0.71926568120827,-2.9688484788197,0.0376222282548249,-0.00146448995683952,0.00594252009609343,0.0125594454733909,1.5707963267949,-1.5707963267949,0.889152873841452,1.39658766206796,5,5
0.762762447062296,-2.95779072143512,0.043496765854026,0.0110577573845756,0.00587453759920108,0.0125222473414151,1.5707963267949,-1.5707963267949,0.851530645586627,1.3980521520248,5,5
0.811910133212336,-2.93433735896183,0.0491476861500398,0.0234533624732963,0.0056509202960138,0.0123956050887208,1.5707963267949,-1.5707963267949,0.808033879732601,1.38699439464023,5,5
0.866284673411924,-2.89870530706564,0.0543745401995879,0.035632051896192,0.00522685404954812,0.0121786894228956,1.5707963267949,-1.5707963267949,0.758886193582561,1.36354103216693,5,5
